dateCompleted	meanID	userSurveyID	value	answers	dateStart	itemsetID	kpiName	isDeleted	sex	birthDate	entryDate	age	employment	orgNodeID	orgNodeLabel	orgNodeShortLabel	orgNodeLeft	orgNodeRight	orgNodeLevel
2020-04-04	7468	1664	7.0	1	2020-04-04	102035	emotional_exhaustion	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-04-12	7903	1773	5.0	1	2020-04-12	102020	personal_development	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-04-12	7904	1773	8.0	1	2020-04-12	102022	communication	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-04-12	7905	1773	2.0	2	2020-04-12	102031	satisfaction	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-04-12	7906	1773	5.0	2	2020-04-12	102033	commitment	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-04-12	7907	1773	6.0	2	2020-04-12	102035	emotional_exhaustion	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-02	9107	2040	2.0	1	2020-05-02	102020	personal_development	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-02	9108	2040	6.5	2	2020-05-02	102024	rewards	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-02	9109	2040	4.0	1	2020-05-02	102031	satisfaction	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-02	9110	2040	6.0	2	2020-05-02	102033	commitment	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-02	9111	2040	4.0	2	2020-05-02	102035	emotional_exhaustion	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-09	9577	2142	9.0	1	2020-05-09	102009	direct_superior	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-09	9578	2142	7.0	2	2020-05-09	102020	personal_development	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-09	9579	2142	4.0	1	2020-05-09	102024	rewards	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-09	9580	2142	3.5	2	2020-05-09	102031	satisfaction	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-09	9581	2142	10.0	1	2020-05-09	102033	commitment	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-09	9582	2142	8.0	1	2020-05-09	102035	emotional_exhaustion	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-19	10292	2295	4.0	1	2020-05-19	102009	direct_superior	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-19	10293	2295	5.0	1	2020-05-19	102020	personal_development	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-19	10294	2295	5.0	1	2020-05-19	102024	rewards	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-19	10295	2295	3.0	2	2020-05-19	102031	satisfaction	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-19	10296	2295	4.5	2	2020-05-19	102033	commitment	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-05-19	10297	2295	4.0	1	2020-05-19	102035	emotional_exhaustion	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-06-05	11149	2508	6.0	2	2020-06-05	102009	direct_superior	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-06-05	11150	2508	4.0	1	2020-06-05	102020	personal_development	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-06-05	11151	2508	9.0	1	2020-06-05	102022	communication	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-06-05	11152	2508	5.5	2	2020-06-05	102024	rewards	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-06-05	11153	2508	8.0	1	2020-06-05	102031	satisfaction	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2020-06-05	11154	2508	4.0	1	2020-06-05	102035	emotional_exhaustion	0	f	1980-02-09	2019-01-26	40	1	100	Switzerland	Switzerland	2	3	2
2019-12-02	155	32	7.0	1	2019-12-02	102009	direct_superior	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-02	156	32	4.0	1	2019-12-02	102020	personal_development	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-02	157	32	9.0	2	2019-12-02	102022	communication	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-02	158	32	6.0	1	2019-12-02	102024	rewards	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-02	159	32	2.0	1	2019-12-02	102031	satisfaction	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-02	160	32	9.0	1	2019-12-02	102033	commitment	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-02	161	32	9.0	1	2019-12-02	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-10	714	147	3.0	1	2019-12-10	102009	direct_superior	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-10	715	147	6.0	2	2019-12-10	102020	personal_development	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-10	716	147	9.0	1	2019-12-10	102022	communication	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-10	717	147	10.0	1	2019-12-10	102024	rewards	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-10	718	147	8.0	1	2019-12-10	102031	satisfaction	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-10	719	147	1.0	1	2019-12-10	102033	commitment	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-10	720	147	8.0	1	2019-12-10	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1281	266	10.0	1	2019-12-20	102009	direct_superior	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1282	266	4.0	1	2019-12-20	102022	communication	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1283	266	4.0	2	2019-12-20	102024	rewards	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1284	266	6.0	2	2019-12-20	102031	satisfaction	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1285	266	2.0	1	2019-12-20	102033	commitment	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-20	1286	266	7.0	1	2019-12-20	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2028	409	7.0	2	2019-12-30	102009	direct_superior	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2029	409	7.0	1	2019-12-30	102020	personal_development	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2030	409	6.0	2	2019-12-30	102024	rewards	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2031	409	10.0	1	2019-12-30	102031	satisfaction	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2019-12-30	2032	409	10.0	2	2019-12-30	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	29	2	100	Switzerland	Switzerland	2	3	2
2020-01-10	2644	549	8.0	2	2020-01-10	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-10	2645	549	9.0	2	2020-01-10	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-10	2646	549	3.0	1	2020-01-10	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-10	2647	549	6.0	1	2020-01-10	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-10	2648	549	8.0	1	2020-01-10	102033	commitment	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-10	2649	549	5.0	1	2020-01-10	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-21	3319	699	10.0	3	2020-01-21	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-21	3320	699	1.0	2	2020-01-21	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-21	3321	699	9.0	1	2020-01-21	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-01-21	3322	699	8.0	2	2020-01-21	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-02	3916	823	7.0	1	2020-02-02	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-02	3917	823	8.0	1	2020-02-02	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-02	3918	823	2.0	1	2020-02-02	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-02	3919	823	9.0	1	2020-02-02	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-02	3920	823	7.0	2	2020-02-02	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-02	3921	823	9.0	1	2020-02-02	102033	commitment	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-02	3922	823	6.0	1	2020-02-02	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-14	4714	997	6.0	2	2020-02-14	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-14	4715	997	4.0	1	2020-02-14	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-14	4716	997	8.0	2	2020-02-14	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-14	4717	997	8.0	1	2020-02-14	102033	commitment	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-02-14	4718	997	6.0	2	2020-02-14	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-03	5847	1243	5.0	1	2020-03-03	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-03	5848	1243	1.0	2	2020-03-03	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-03	5849	1243	8.0	2	2020-03-03	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-03	5850	1243	10.0	1	2020-03-03	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-03	5851	1243	9.0	2	2020-03-03	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-10	6184	1331	2.0	2	2020-03-10	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-10	6185	1331	9.0	1	2020-03-10	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-10	6186	1331	1.0	1	2020-03-10	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-10	6187	1331	2.0	1	2020-03-10	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-10	6188	1331	6.0	1	2020-03-10	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-10	6189	1331	1.0	2	2020-03-10	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-20	6601	1439	5.0	1	2020-03-20	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-20	6602	1439	5.0	1	2020-03-20	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-20	6603	1439	8.0	1	2020-03-20	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-20	6604	1439	1.0	1	2020-03-20	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-20	6605	1439	8.0	1	2020-03-20	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-20	6606	1439	9.0	2	2020-03-20	102033	commitment	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-03-20	6607	1439	8.0	1	2020-03-20	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-17	8196	1838	1.0	1	2020-04-17	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-17	8197	1838	5.0	2	2020-04-17	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-17	8198	1838	5.0	2	2020-04-17	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-17	8199	1838	5.0	1	2020-04-17	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-17	8200	1838	3.0	2	2020-04-17	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-24	8623	1936	1.0	1	2020-04-24	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-24	8624	1936	7.0	2	2020-04-24	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-24	8625	1936	4.0	1	2020-04-24	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-24	8626	1936	9.0	2	2020-04-24	102033	commitment	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-04-24	8627	1936	7.0	2	2020-04-24	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-03	9170	2054	5.0	2	2020-05-03	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-03	9171	2054	2.0	1	2020-05-03	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-03	9172	2054	9.0	1	2020-05-03	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-03	9173	2054	2.0	1	2020-05-03	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-03	9174	2054	6.0	2	2020-05-03	102033	commitment	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-03	9175	2054	6.0	1	2020-05-03	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-10	9617	2150	5.0	2	2020-05-10	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-10	9618	2150	9.0	1	2020-05-10	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-10	9619	2150	2.0	1	2020-05-10	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-10	9620	2150	3.0	2	2020-05-10	102024	rewards	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-10	9621	2150	3.0	1	2020-05-10	102033	commitment	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-10	9622	2150	4.0	1	2020-05-10	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-26	10627	2370	7.0	2	2020-05-26	102009	direct_superior	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-26	10628	2370	8.5	2	2020-05-26	102020	personal_development	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-26	10629	2370	3.5	2	2020-05-26	102022	communication	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-26	10630	2370	3.0	1	2020-05-26	102031	satisfaction	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2020-05-26	10631	2370	5.0	1	2020-05-26	102035	emotional_exhaustion	0	m	1990-02-09	2017-01-26	30	3	100	Switzerland	Switzerland	2	3	2
2019-12-06	334	67	5.0	2	2019-12-06	102009	direct_superior	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-06	335	67	2.0	1	2019-12-06	102020	personal_development	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-06	336	67	10.0	1	2019-12-06	102022	communication	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-06	337	67	5.0	1	2019-12-06	102024	rewards	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-06	338	67	3.0	1	2019-12-06	102031	satisfaction	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-06	339	67	3.0	1	2019-12-06	102033	commitment	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-06	340	67	6.0	1	2019-12-06	102035	emotional_exhaustion	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-13	780	159	10.0	2	2019-12-13	102020	personal_development	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-13	781	159	1.0	2	2019-12-13	102022	communication	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-13	782	159	1.0	1	2019-12-13	102024	rewards	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-13	783	159	8.0	1	2019-12-13	102031	satisfaction	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-13	784	159	7.0	2	2019-12-13	102035	emotional_exhaustion	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-21	1404	289	8.0	1	2019-12-21	102020	personal_development	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-21	1405	289	4.0	1	2019-12-21	102022	communication	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-21	1406	289	8.0	2	2019-12-21	102024	rewards	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-21	1407	289	4.0	2	2019-12-21	102031	satisfaction	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-21	1408	289	4.0	1	2019-12-21	102033	commitment	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-21	1409	289	4.0	1	2019-12-21	102035	emotional_exhaustion	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-29	2003	404	9.0	2	2019-12-29	102009	direct_superior	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-29	2004	404	3.0	1	2019-12-29	102020	personal_development	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-29	2005	404	4.0	1	2019-12-29	102022	communication	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-29	2006	404	2.0	1	2019-12-29	102024	rewards	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-29	2007	404	7.0	1	2019-12-29	102031	satisfaction	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-29	2008	404	3.0	1	2019-12-29	102033	commitment	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2019-12-29	2009	404	8.0	1	2019-12-29	102035	emotional_exhaustion	0	f	2000-02-09	2015-01-26	19	4	100	Switzerland	Switzerland	2	3	2
2020-01-05	2375	488	1.0	2	2020-01-05	102009	direct_superior	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-05	2376	488	2.0	1	2020-01-05	102020	personal_development	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-05	2377	488	2.0	1	2020-01-05	102022	communication	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-05	2378	488	10.0	1	2020-01-05	102024	rewards	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-05	2379	488	4.0	1	2020-01-05	102031	satisfaction	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-05	2380	488	7.0	1	2020-01-05	102033	commitment	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-05	2381	488	6.0	1	2020-01-05	102035	emotional_exhaustion	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-31	3729	783	6.0	1	2020-01-31	102009	direct_superior	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-31	3730	783	7.0	2	2020-01-31	102020	personal_development	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-31	3731	783	3.0	2	2020-01-31	102022	communication	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-31	3732	783	10.0	1	2020-01-31	102024	rewards	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-31	3733	783	5.0	1	2020-01-31	102031	satisfaction	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-01-31	3734	783	2.0	1	2020-01-31	102035	emotional_exhaustion	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-07	4220	892	9.0	1	2020-02-07	102009	direct_superior	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-07	4221	892	5.0	1	2020-02-07	102020	personal_development	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-07	4222	892	6.0	1	2020-02-07	102022	communication	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-07	4223	892	8.0	1	2020-02-07	102024	rewards	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-07	4224	892	10.0	2	2020-02-07	102031	satisfaction	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-07	4225	892	4.0	2	2020-02-07	102033	commitment	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-17	4900	1038	6.0	1	2020-02-17	102009	direct_superior	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-17	4901	1038	6.0	1	2020-02-17	102022	communication	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-17	4902	1038	3.0	2	2020-02-17	102024	rewards	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-17	4903	1038	1.0	2	2020-02-17	102031	satisfaction	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-17	4904	1038	5.0	1	2020-02-17	102033	commitment	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-02-17	4905	1038	6.0	1	2020-02-17	102035	emotional_exhaustion	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-06	5887	1254	3.0	2	2020-03-06	102009	direct_superior	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-06	5888	1254	7.0	1	2020-03-06	102020	personal_development	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-06	5889	1254	1.0	1	2020-03-06	102022	communication	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-06	5890	1254	1.0	1	2020-03-06	102024	rewards	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-06	5891	1254	4.0	2	2020-03-06	102031	satisfaction	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-06	5892	1254	3.0	1	2020-03-06	102033	commitment	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-15	6447	1394	3.0	2	2020-03-15	102009	direct_superior	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-15	6448	1394	3.0	1	2020-03-15	102022	communication	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-15	6449	1394	3.0	2	2020-03-15	102024	rewards	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-15	6450	1394	3.0	1	2020-03-15	102031	satisfaction	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
2020-03-15	6451	1394	1.0	1	2020-03-15	102033	commitment	0	f	2000-02-09	2015-01-26	20	5	100	Switzerland	Switzerland	2	3	2
